#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
10425,07/28/2025 22:25:00,14.33,0.00,,,,,,
10426,07/28/2025 22:30:00,14.24,0.00,,,,,,
10427,07/28/2025 22:35:00,14.20,0.00,,,,,,
10428,07/28/2025 22:40:00,14.15,0.00,,,,,,
10429,07/28/2025 22:45:00,14.11,0.00,,,,,,
10430,07/28/2025 22:50:00,13.98,0.00,,,,,,
10431,07/28/2025 22:55:00,13.98,0.00,,,,,,
10432,07/28/2025 23:00:00,13.90,0.00,,,,,,
10433,07/28/2025 23:05:00,13.85,0.00,,,,,,
10434,07/28/2025 23:10:00,13.77,0.00,,,,,,
10435,07/28/2025 23:15:00,13.73,0.00,,,,,,
10436,07/28/2025 23:20:00,13.68,0.00,,,,,,
10437,07/28/2025 23:25:00,13.55,0.00,,,,,,
10438,07/28/2025 23:30:00,13.51,0.00,,,,,,
10439,07/28/2025 23:35:00,13.47,0.00,,,,,,
10440,07/28/2025 23:40:00,13.34,0.00,,,,,,
10441,07/28/2025 23:45:00,13.34,0.00,,,,,,
10442,07/28/2025 23:50:00,13.25,0.00,,,,,,
10443,07/28/2025 23:55:00,13.17,0.00,,,,,,
10444,07/29/2025 00:00:00,13.17,0.00,,,,,,
10445,07/29/2025 00:05:00,13.08,0.00,,,,,,
10446,07/29/2025 00:10:00,13.00,0.00,,,,,,
10447,07/29/2025 00:15:00,12.95,0.00,,,,,,
10448,07/29/2025 00:20:00,12.91,0.00,,,,,,
10449,07/29/2025 00:25:00,12.91,0.00,,,,,,
10450,07/29/2025 00:30:00,12.82,0.00,,,,,,
10451,07/29/2025 00:35:00,12.74,0.00,,,,,,
10452,07/29/2025 00:40:00,12.70,0.00,,,,,,
10453,07/29/2025 00:45:00,12.65,0.00,,,,,,
10454,07/29/2025 00:50:00,12.61,0.00,,,,,,
10455,07/29/2025 00:55:00,12.48,0.00,,,,,,
10456,07/29/2025 01:00:00,12.44,0.00,,,,,,
10457,07/29/2025 01:05:00,12.40,0.00,,,,,,
10458,07/29/2025 01:10:00,12.31,0.00,,,,,,
10459,07/29/2025 01:15:00,12.31,0.00,,,,,,
10460,07/29/2025 01:20:00,12.22,0.00,,,,,,
10461,07/29/2025 01:25:00,12.18,0.00,,,,,,
10462,07/29/2025 01:30:00,12.14,0.00,,,,,,
10463,07/29/2025 01:35:00,12.05,0.00,,,,,,
10464,07/29/2025 01:40:00,12.10,0.00,,,,,,
10465,07/29/2025 01:45:00,12.05,0.00,,,,,,
10466,07/29/2025 01:50:00,11.97,0.00,,,,,,
10467,07/29/2025 01:55:00,11.92,0.00,,,,,,
10468,07/29/2025 02:00:00,11.88,0.00,,,,,,
10469,07/29/2025 02:05:00,11.79,0.00,,,,,,
10470,07/29/2025 02:10:00,11.79,0.00,,,,,,
10471,07/29/2025 02:15:00,11.71,0.00,,,,,,
10472,07/29/2025 02:20:00,11.71,0.00,,,,,,
10473,07/29/2025 02:25:00,11.67,0.00,,,,,,
10474,07/29/2025 02:30:00,11.62,0.00,,,,,,
10475,07/29/2025 02:35:00,11.58,0.00,,,,,,
10476,07/29/2025 02:40:00,11.54,0.00,,,,,,
10477,07/29/2025 02:45:00,11.54,0.00,,,,,,
10478,07/29/2025 02:50:00,11.49,0.00,,,,,,
10479,07/29/2025 02:55:00,11.45,0.00,,,,,,
10480,07/29/2025 03:00:00,11.41,0.00,,,,,,
10481,07/29/2025 03:05:00,11.37,0.00,,,,,,
10482,07/29/2025 03:10:00,11.37,0.00,,,,,,
10483,07/29/2025 03:15:00,11.32,0.00,,,,,,
10484,07/29/2025 03:20:00,11.28,0.00,,,,,,
10485,07/29/2025 03:25:00,11.28,0.00,,,,,,
10486,07/29/2025 03:30:00,11.28,0.00,,,,,,
10487,07/29/2025 03:35:00,11.24,0.00,,,,,,
10488,07/29/2025 03:40:00,11.24,0.00,,,,,,
10489,07/29/2025 03:45:00,11.15,0.00,,,,,,
10490,07/29/2025 03:50:00,11.11,0.00,,,,,,
10491,07/29/2025 03:55:00,11.11,0.00,,,,,,
10492,07/29/2025 04:00:00,11.07,0.00,,,,,,
10493,07/29/2025 04:05:00,11.07,0.00,,,,,,
10494,07/29/2025 04:10:00,11.02,0.00,,,,,,
10495,07/29/2025 04:15:00,11.02,0.00,,,,,,
10496,07/29/2025 04:20:00,11.02,0.00,,,,,,
10497,07/29/2025 04:25:00,10.94,0.00,,,,,,
10498,07/29/2025 04:30:00,10.89,0.00,,,,,,
10499,07/29/2025 04:35:00,10.94,0.00,,,,,,
10500,07/29/2025 04:40:00,10.85,0.00,,,,,,
10501,07/29/2025 04:45:00,10.81,0.00,,,,,,
10502,07/29/2025 04:50:00,10.77,0.00,,,,,,
10503,07/29/2025 04:55:00,10.77,0.00,,,,,,
10504,07/29/2025 05:00:00,10.72,0.00,,,,,,
10505,07/29/2025 05:05:00,10.77,0.00,,,,,,
10506,07/29/2025 05:10:00,10.77,0.00,,,,,,
10507,07/29/2025 05:15:00,10.72,0.00,,,,,,
10508,07/29/2025 05:20:00,10.68,0.00,,,,,,
10509,07/29/2025 05:25:00,10.64,0.00,,,,,,
10510,07/29/2025 05:30:00,10.59,0.00,,,,,,
10511,07/29/2025 05:35:00,10.55,0.00,,,,,,
10512,07/29/2025 05:40:00,10.51,0.00,,,,,,
10513,07/29/2025 05:45:00,10.46,0.00,,,,,,
10514,07/29/2025 05:50:00,10.46,0.00,,,,,,
10515,07/29/2025 05:55:00,10.42,0.00,,,,,,
10516,07/29/2025 06:00:00,10.42,0.00,,,,,,
10517,07/29/2025 06:05:00,10.34,0.00,,,,,,
10518,07/29/2025 06:10:00,10.34,0.00,,,,,,
10519,07/29/2025 06:15:00,10.34,0.00,,,,,,
10520,07/29/2025 06:20:00,10.29,0.00,,,,,,
10521,07/29/2025 06:25:00,10.25,0.00,,,,,,
10522,07/29/2025 06:30:00,10.25,0.00,,,,,,
10523,07/29/2025 06:35:00,10.21,0.00,,,,,,
10524,07/29/2025 06:40:00,10.25,0.00,,,,,,
10525,07/29/2025 06:45:00,10.21,0.00,,,,,,
10526,07/29/2025 06:50:00,10.12,0.00,,,,,,
10527,07/29/2025 06:55:00,10.16,0.00,,,,,,
10528,07/29/2025 07:00:00,10.16,0.00,,,,,,
10529,07/29/2025 07:05:00,10.08,0.00,,,,,,
10530,07/29/2025 07:10:00,10.08,0.00,,,,,,
10531,07/29/2025 07:15:00,10.04,0.00,,,,,,
10532,07/29/2025 07:20:00,10.08,0.00,,,,,,
10533,07/29/2025 07:25:00,10.08,0.00,,,,,,
10534,07/29/2025 07:30:00,10.04,0.00,,,,,,
10535,07/29/2025 07:35:00,10.08,0.00,,,,,,
10536,07/29/2025 07:40:00,10.08,0.00,,,,,,
10537,07/29/2025 07:45:00,9.99,0.00,,,,,,
10538,07/29/2025 07:50:00,9.99,0.00,,,,,,
10539,07/29/2025 07:55:00,10.04,0.00,,,,,,
10540,07/29/2025 08:00:00,10.04,0.00,,,,,,
10541,07/29/2025 08:05:00,10.08,0.00,,,,,,
10542,07/29/2025 08:10:00,9.99,0.00,,,,,,
10543,07/29/2025 08:15:00,10.04,0.20,,,,,,
10544,07/29/2025 08:20:00,10.04,0.00,,,,,,
10545,07/29/2025 08:25:00,10.08,0.00,,,,,,
10546,07/29/2025 08:30:00,10.04,0.20,,,,,,
10547,07/29/2025 08:35:00,10.04,0.00,,,,,,
10548,07/29/2025 08:40:00,9.99,0.00,,,,,,
10549,07/29/2025 08:45:00,10.04,0.00,,,,,,
10550,07/29/2025 08:50:00,10.04,0.00,,,,,,
10551,07/29/2025 08:55:00,10.04,0.00,,,,,,
10552,07/29/2025 09:00:00,9.99,0.00,,,,,,
10553,07/29/2025 09:05:00,10.51,8.43,,,,,,
10554,07/29/2025 09:10:00,10.72,9.04,,,,,,
10555,07/29/2025 09:15:00,10.85,0.00,,,,,,
10556,07/29/2025 09:20:00,10.94,0.00,,,,,,
10557,07/29/2025 09:25:00,11.02,0.20,,,,,,
10558,07/29/2025 09:30:00,11.07,0.20,,,,,,
10559,07/29/2025 09:35:00,11.07,0.00,,,,,,
10560,07/29/2025 09:40:00,11.07,0.20,,,,,,
10561,07/29/2025 09:45:00,11.07,0.00,,,,,,
10562,07/29/2025 09:50:00,11.07,0.00,,,,,,
10563,07/29/2025 09:55:00,11.07,0.00,,,,,,
10564,07/29/2025 10:00:00,11.07,0.00,,,,,,
10565,07/29/2025 10:05:00,11.07,0.00,,,,,,
10566,07/29/2025 10:10:00,11.11,0.00,,,,,,
10567,07/29/2025 10:15:00,11.15,0.20,,,,,,
10568,07/29/2025 10:20:00,11.24,0.40,,,,,,
10569,07/29/2025 10:25:00,11.24,0.40,,,,,,
10570,07/29/2025 10:30:00,11.32,0.40,,,,,,
10571,07/29/2025 10:35:00,11.41,0.40,,,,,,
10572,07/29/2025 10:40:00,11.41,0.61,,,,,,
10573,07/29/2025 10:45:00,11.45,0.61,,,,,,
10574,07/29/2025 10:50:00,11.49,0.20,,,,,,
10575,07/29/2025 10:55:00,11.58,0.40,,,,,,
10576,07/29/2025 11:00:00,11.62,0.40,,,,,,
10577,07/29/2025 11:05:00,11.67,0.20,,,,,,
10578,07/29/2025 11:10:00,11.75,0.20,,,,,,
10579,07/29/2025 11:15:00,11.79,0.40,,,,,,
10580,07/29/2025 11:20:00,11.92,0.40,,,,,,
10581,07/29/2025 11:25:00,11.97,0.00,,,,,,
10582,07/29/2025 11:30:00,12.10,0.00,,,,,,
10583,07/29/2025 11:35:00,12.18,0.00,,,,,,
10584,07/29/2025 11:40:00,12.27,0.00,,,,,,
10585,07/29/2025 11:45:00,12.31,0.00,,,,,,
10586,07/29/2025 11:50:00,12.27,0.00,,,,,,
10587,07/29/2025 11:55:00,12.31,0.00,,,,,,
10588,07/29/2025 12:00:00,12.31,0.00,,,,,,
10589,07/29/2025 12:05:00,12.27,0.00,,,,,,
10590,07/29/2025 12:10:00,12.27,0.00,,,,,,
10591,07/29/2025 12:15:00,12.31,0.00,,,,,,
10592,07/29/2025 12:20:00,12.31,0.00,,,,,,
10593,07/29/2025 12:25:00,12.27,0.00,,,,,,
10594,07/29/2025 12:30:00,12.27,0.00,,,,,,
10595,07/29/2025 12:35:00,12.27,0.00,,,,,,
10596,07/29/2025 12:40:00,12.27,0.00,,,,,,
10597,07/29/2025 12:45:00,12.27,0.00,,,,,,
10598,07/29/2025 12:50:00,12.27,0.00,,,,,,
10599,07/29/2025 12:55:00,12.27,0.00,,,,,,
10600,07/29/2025 13:00:00,12.31,0.00,,,,,,
10601,07/29/2025 13:05:00,12.35,0.00,,,,,,
10602,07/29/2025 13:10:00,12.35,0.00,,,,,,
10603,07/29/2025 13:15:00,12.35,0.00,,,,,,
10604,07/29/2025 13:20:00,12.40,0.00,,,,,,
10605,07/29/2025 13:25:00,12.35,0.00,,,,,,
10606,07/29/2025 13:30:00,12.40,0.00,,,,,,
10607,07/29/2025 13:35:00,12.44,0.00,,,,,,
10608,07/29/2025 13:40:00,12.40,0.00,,,,,,
10609,07/29/2025 13:45:00,12.44,0.00,,,,,,
10610,07/29/2025 13:50:00,12.48,0.00,,,,,,
10611,07/29/2025 13:55:00,12.48,0.00,,,,,,
10612,07/29/2025 14:00:00,12.48,0.00,,,,,,
10613,07/29/2025 14:05:00,12.44,0.00,,,,,,
10614,07/29/2025 14:10:00,12.44,0.00,,,,,,
10615,07/29/2025 14:15:00,12.48,0.00,,,,,,
10616,07/29/2025 14:20:00,12.52,0.00,,,,,,
10617,07/29/2025 14:25:00,12.48,0.00,,,,,,
10618,07/29/2025 14:30:00,12.48,0.00,,,,,,
10619,07/29/2025 14:35:00,12.52,0.00,,,,,,
10620,07/29/2025 14:40:00,12.52,0.00,,,,,,
10621,07/29/2025 14:45:00,12.57,0.00,,,,,,
10622,07/29/2025 14:50:00,12.52,0.00,,,,,,
10623,07/29/2025 14:55:00,12.57,0.00,,,,,,
10624,07/29/2025 15:00:00,12.52,0.00,,,,,,
10625,07/29/2025 15:05:00,12.57,0.00,,,,,,
10626,07/29/2025 15:10:00,12.57,0.00,,,,,,
10627,07/29/2025 15:15:00,12.57,0.00,,,,,,
10628,07/29/2025 15:20:00,12.57,0.00,,,,,,
10629,07/29/2025 15:25:00,12.61,0.00,,,,,,
10630,07/29/2025 15:30:00,12.52,0.00,,,,,,
10631,07/29/2025 15:35:00,12.57,0.00,,,,,,
10632,07/29/2025 15:40:00,12.52,0.00,,,,,,
10633,07/29/2025 15:45:00,12.52,0.00,,,,,,
10634,07/29/2025 15:50:00,12.52,0.00,,,,,,
10635,07/29/2025 15:55:00,12.52,0.00,,,,,,
10636,07/29/2025 16:00:00,12.52,0.00,,,,,,
10637,07/29/2025 16:05:00,12.48,0.00,,,,,,
10638,07/29/2025 16:10:00,12.48,0.00,,,,,,
10639,07/29/2025 16:15:00,12.52,0.00,,,,,,
10640,07/29/2025 16:20:00,12.48,0.00,,,,,,
10641,07/29/2025 16:25:00,12.48,0.00,,,,,,
10642,07/29/2025 16:30:00,12.48,0.00,,,,,,
10643,07/29/2025 16:35:00,12.48,0.00,,,,,,
10644,07/29/2025 16:40:00,12.48,0.00,,,,,,
10645,07/29/2025 16:45:00,12.48,0.00,,,,,,
10646,07/29/2025 16:50:00,12.40,0.00,,,,,,
10647,07/29/2025 16:55:00,12.44,0.00,,,,,,
10648,07/29/2025 17:00:00,12.48,0.00,,,,,,
10649,07/29/2025 17:05:00,12.44,0.00,,,,,,
10650,07/29/2025 17:10:00,12.48,0.00,,,,,,
10651,07/29/2025 17:15:00,12.48,0.00,,,,,,
10652,07/29/2025 17:20:00,12.48,0.00,,,,,,
10653,07/29/2025 17:25:00,12.44,0.00,,,,,,
10654,07/29/2025 17:30:00,12.40,0.00,,,,,,
10655,07/29/2025 17:35:00,12.40,0.00,,,,,,
10656,07/29/2025 17:40:00,12.44,0.00,,,,,,
10657,07/29/2025 17:45:00,12.35,0.00,,,,,,
10658,07/29/2025 17:50:00,12.35,0.00,,,,,,
10659,07/29/2025 17:55:00,12.31,0.00,,,,,,
10660,07/29/2025 18:00:00,12.35,0.00,,,,,,
10661,07/29/2025 18:05:00,12.35,0.00,,,,,,
10662,07/29/2025 18:10:00,12.31,0.00,,,,,,
10663,07/29/2025 18:15:00,12.27,0.00,,,,,,
10664,07/29/2025 18:20:00,12.22,0.00,,,,,,
10665,07/29/2025 18:25:00,12.22,0.00,,,,,,
10666,07/29/2025 18:30:00,12.18,0.00,,,,,,
10667,07/29/2025 18:35:00,12.18,0.00,,,,,,
10668,07/29/2025 18:40:00,12.14,0.00,,,,,,
10669,07/29/2025 18:45:00,12.10,0.00,,,,,,
10670,07/29/2025 18:50:00,12.05,0.00,,,,,,
10671,07/29/2025 18:55:00,12.05,0.00,,,,,,
10672,07/29/2025 19:00:00,12.01,0.00,,,,,,
10673,07/29/2025 19:05:00,11.97,0.00,,,,,,
10674,07/29/2025 19:10:00,11.97,0.00,,,,,,
10675,07/29/2025 19:15:00,11.92,0.00,,,,,,
10676,07/29/2025 19:20:00,11.88,0.00,,,,,,
10677,07/29/2025 19:25:00,11.84,0.00,,,,,,
10678,07/29/2025 19:30:00,11.79,0.00,,,,,,
10679,07/29/2025 19:35:00,11.75,0.00,,,,,,
10680,07/29/2025 19:40:00,11.71,0.00,,,,,,
10681,07/29/2025 19:45:00,11.67,0.00,,,,,,
10682,07/29/2025 19:50:00,11.67,0.00,,,,,,
10683,07/29/2025 19:55:00,11.58,0.00,,,,,,
10684,07/29/2025 20:00:00,11.58,0.00,,,,,,
10685,07/29/2025 20:05:00,11.54,0.00,,,,,,
10686,07/29/2025 20:10:00,11.54,0.00,,,,,,
10687,07/29/2025 20:15:00,11.49,0.00,,,,,,
10688,07/29/2025 20:20:00,11.37,0.00,,,,,,
10689,07/29/2025 20:25:00,11.41,0.00,,,,,,
10690,07/29/2025 20:30:00,11.37,0.00,,,,,,
10691,07/29/2025 20:35:00,11.32,0.00,,,,,,
10692,07/29/2025 20:40:00,11.24,0.00,,,,,,
10693,07/29/2025 20:45:00,11.19,0.00,,,,,,
10694,07/29/2025 20:50:00,11.19,0.00,,,,,,
10695,07/29/2025 20:55:00,11.11,0.00,,,,,,
10696,07/29/2025 21:00:00,11.07,0.00,,,,,,
10697,07/29/2025 21:05:00,11.07,0.00,,,,,,
10698,07/29/2025 21:10:00,10.94,0.00,,,,,,
10699,07/29/2025 21:15:00,10.98,0.00,,,,,,
10700,07/29/2025 21:20:00,10.85,0.00,,,,,,
10701,07/29/2025 21:25:00,10.85,0.00,,,,,,
10702,07/29/2025 21:30:00,10.81,0.00,,,,,,
10703,07/29/2025 21:35:00,10.77,0.00,,,,,,
10704,07/29/2025 21:40:00,10.77,0.00,,,,,,
10705,07/29/2025 21:45:00,10.68,0.00,,,,,,
10706,07/29/2025 21:50:00,10.64,0.00,,,,,,
10707,07/29/2025 21:55:00,10.64,0.00,,,,,,
10708,07/29/2025 22:00:00,10.59,0.00,,,,,,
10709,07/29/2025 22:05:00,10.55,0.00,,,,,,
10710,07/29/2025 22:10:00,10.51,0.00,,,,,,
10711,07/29/2025 22:15:00,10.55,0.00,,,,,,
10712,07/29/2025 22:20:00,10.46,0.00,,,,,,
10713,07/29/2025 22:25:00,10.46,0.00,,,,,,
10714,07/29/2025 22:30:00,10.42,0.00,,,,,,
10715,07/29/2025 22:35:00,10.38,0.00,,,,,,
10716,07/29/2025 22:40:00,10.38,0.00,,,,,,
10717,07/29/2025 22:45:00,10.34,0.00,,,,,,
10718,07/29/2025 22:50:00,10.34,0.00,,,,,,
10719,07/29/2025 22:55:00,10.38,0.00,,,,,,
10720,07/29/2025 23:00:00,10.29,0.00,,,,,,
10721,07/29/2025 23:05:00,10.25,0.00,,,,,,
10722,07/29/2025 23:10:00,10.25,0.00,,,,,,
10723,07/29/2025 23:15:00,10.25,0.00,,,,,,
10724,07/29/2025 23:20:00,10.16,0.00,,,,,,
10725,07/29/2025 23:25:00,10.21,0.00,,,,,,
10726,07/29/2025 23:30:00,10.16,0.00,,,,,,
10727,07/29/2025 23:35:00,10.16,0.00,,,,,,
10728,07/29/2025 23:40:00,10.12,0.00,,,,,,
10729,07/29/2025 23:45:00,10.16,0.00,,,,,,
10730,07/29/2025 23:50:00,10.04,0.00,,,,,,
10731,07/29/2025 23:55:00,10.04,0.00,,,,,,
10732,07/30/2025 00:00:00,10.04,0.00,,,,,,
10733,07/30/2025 00:05:00,10.04,0.00,,,,,,
10734,07/30/2025 00:10:00,10.04,0.00,,,,,,
10735,07/30/2025 00:15:00,9.99,0.00,,,,,,
10736,07/30/2025 00:20:00,9.99,0.00,,,,,,
10737,07/30/2025 00:25:00,9.99,0.00,,,,,,
10738,07/30/2025 00:30:00,9.95,0.00,,,,,,
10739,07/30/2025 00:35:00,9.91,0.00,,,,,,
10740,07/30/2025 00:40:00,9.86,0.00,,,,,,
10741,07/30/2025 00:45:00,9.91,0.00,,,,,,
10742,07/30/2025 00:50:00,9.86,0.00,,,,,,
10743,07/30/2025 00:55:00,9.86,0.00,,,,,,
10744,07/30/2025 01:00:00,9.82,0.00,,,,,,
10745,07/30/2025 01:05:00,9.82,0.00,,,,,,
10746,07/30/2025 01:10:00,9.78,0.00,,,,,,
10747,07/30/2025 01:15:00,9.82,0.00,,,,,,
10748,07/30/2025 01:20:00,9.82,0.00,,,,,,
10749,07/30/2025 01:25:00,9.78,0.00,,,,,,
10750,07/30/2025 01:30:00,9.74,0.00,,,,,,
10751,07/30/2025 01:35:00,9.74,0.00,,,,,,
10752,07/30/2025 01:40:00,9.74,0.00,,,,,,
10753,07/30/2025 01:45:00,9.74,0.00,,,,,,
10754,07/30/2025 01:50:00,9.69,0.00,,,,,,
10755,07/30/2025 01:55:00,9.69,0.00,,,,,,
10756,07/30/2025 02:00:00,9.65,0.00,,,,,,
10757,07/30/2025 02:05:00,9.69,0.00,,,,,,
10758,07/30/2025 02:10:00,9.65,0.00,,,,,,
10759,07/30/2025 02:15:00,9.61,0.00,,,,,,
10760,07/30/2025 02:20:00,9.61,0.00,,,,,,
10761,07/30/2025 02:25:00,9.61,0.00,,,,,,
10762,07/30/2025 02:30:00,9.61,0.00,,,,,,
10763,07/30/2025 02:35:00,9.56,0.00,,,,,,
10764,07/30/2025 02:40:00,9.56,0.00,,,,,,
10765,07/30/2025 02:45:00,9.61,0.00,,,,,,
10766,07/30/2025 02:50:00,9.52,0.00,,,,,,
10767,07/30/2025 02:55:00,9.48,0.00,,,,,,
10768,07/30/2025 03:00:00,9.52,0.00,,,,,,
10769,07/30/2025 03:05:00,9.52,0.00,,,,,,
10770,07/30/2025 03:10:00,9.52,0.00,,,,,,
10771,07/30/2025 03:15:00,9.48,0.00,,,,,,
10772,07/30/2025 03:20:00,9.48,0.00,,,,,,
10773,07/30/2025 03:25:00,9.44,0.00,,,,,,
10774,07/30/2025 03:30:00,9.44,0.00,,,,,,
10775,07/30/2025 03:35:00,9.44,0.00,,,,,,
10776,07/30/2025 03:40:00,9.44,0.00,,,,,,
10777,07/30/2025 03:45:00,9.44,0.00,,,,,,
10778,07/30/2025 03:50:00,9.44,0.00,,,,,,
10779,07/30/2025 03:55:00,9.39,0.00,,,,,,
10780,07/30/2025 04:00:00,9.44,0.00,,,,,,
10781,07/30/2025 04:05:00,9.44,0.00,,,,,,
10782,07/30/2025 04:10:00,9.39,0.00,,,,,,
10783,07/30/2025 04:15:00,9.39,0.00,,,,,,
10784,07/30/2025 04:20:00,9.44,0.00,,,,,,
10785,07/30/2025 04:25:00,9.39,0.00,,,,,,
10786,07/30/2025 04:30:00,9.39,0.00,,,,,,
10787,07/30/2025 04:35:00,9.39,0.00,,,,,,
10788,07/30/2025 04:40:00,9.35,0.00,,,,,,
10789,07/30/2025 04:45:00,9.35,0.00,,,,,,
10790,07/30/2025 04:50:00,9.35,0.00,,,,,,
10791,07/30/2025 04:55:00,9.35,0.00,,,,,,
10792,07/30/2025 05:00:00,9.31,0.00,,,,,,
10793,07/30/2025 05:05:00,9.31,0.00,,,,,,
10794,07/30/2025 05:10:00,9.31,0.00,,,,,,
10795,07/30/2025 05:15:00,9.31,0.00,,,,,,
10796,07/30/2025 05:20:00,9.31,0.00,,,,,,
10797,07/30/2025 05:25:00,9.22,0.00,,,,,,
10798,07/30/2025 05:30:00,9.26,0.00,,,,,,
10799,07/30/2025 05:35:00,9.26,0.00,,,,,,
10800,07/30/2025 05:40:00,9.18,0.00,,,,,,
10801,07/30/2025 05:45:00,9.22,0.00,,,,,,
10802,07/30/2025 05:50:00,9.22,0.00,,,,,,
10803,07/30/2025 05:55:00,9.18,0.00,,,,,,
10804,07/30/2025 06:00:00,9.22,0.00,,,,,,
10805,07/30/2025 06:05:00,9.22,0.00,,,,,,
10806,07/30/2025 06:10:00,9.18,0.00,,,,,,
10807,07/30/2025 06:15:00,9.14,0.00,,,,,,
10808,07/30/2025 06:20:00,9.18,0.00,,,,,,
10809,07/30/2025 06:25:00,9.14,0.00,,,,,,
10810,07/30/2025 06:30:00,9.14,0.00,,,,,,
10811,07/30/2025 06:35:00,9.18,0.00,,,,,,
10812,07/30/2025 06:40:00,9.14,0.00,,,,,,
10813,07/30/2025 06:45:00,9.09,0.00,,,,,,
10814,07/30/2025 06:50:00,9.05,0.00,,,,,,
10815,07/30/2025 06:55:00,9.05,0.00,,,,,,
10816,07/30/2025 07:00:00,9.09,0.00,,,,,,
10817,07/30/2025 07:05:00,9.09,0.00,,,,,,
10818,07/30/2025 07:10:00,9.05,0.00,,,,,,
10819,07/30/2025 07:15:00,9.09,0.00,,,,,,
10820,07/30/2025 07:20:00,9.05,0.00,,,,,,
10821,07/30/2025 07:25:00,9.05,0.00,,,,,,
10822,07/30/2025 07:30:00,9.09,0.00,,,,,,
10823,07/30/2025 07:35:00,9.09,0.00,,,,,,
10824,07/30/2025 07:40:00,9.05,0.00,,,,,,
10825,07/30/2025 07:45:00,9.05,0.00,,,,,,
10826,07/30/2025 07:50:00,9.09,0.00,,,,,,
10827,07/30/2025 07:55:00,9.05,0.00,,,,,,
10828,07/30/2025 08:00:00,9.05,0.00,,,,,,
10829,07/30/2025 08:05:00,9.05,0.00,,,,,,
10830,07/30/2025 08:10:00,9.05,0.00,,,,,,
10831,07/30/2025 08:15:00,9.09,0.00,,,,,,
10832,07/30/2025 08:20:00,9.09,0.00,,,,,,
10833,07/30/2025 08:25:00,9.14,0.00,,,,,,
10834,07/30/2025 08:30:00,9.09,0.00,,,,,,
10835,07/30/2025 08:35:00,9.14,0.00,,,,,,
10836,07/30/2025 08:40:00,9.14,0.00,,,,,,
10837,07/30/2025 08:45:00,9.22,0.00,,,,,,
10838,07/30/2025 08:50:00,9.22,0.00,,,,,,
10839,07/30/2025 08:55:00,9.22,0.00,,,,,,
10840,07/30/2025 09:00:00,9.18,0.00,,,,,,
10841,07/30/2025 09:05:00,9.26,0.00,,,,,,
10842,07/30/2025 09:10:00,9.22,0.00,,,,,,
10843,07/30/2025 09:15:00,9.31,0.00,,,,,,
10844,07/30/2025 09:20:00,9.31,0.00,,,,,,
10845,07/30/2025 09:25:00,9.31,0.00,,,,,,
10846,07/30/2025 09:30:00,9.39,0.00,,,,,,
10847,07/30/2025 09:35:00,9.39,0.00,,,,,,
10848,07/30/2025 09:40:00,9.44,0.00,,,,,,
10849,07/30/2025 09:45:00,9.48,0.00,,,,,,
10850,07/30/2025 09:50:00,9.52,0.00,,,,,,
10851,07/30/2025 09:55:00,9.56,0.00,,,,,,
10852,07/30/2025 10:00:00,9.61,0.00,,,,,,
10853,07/30/2025 10:05:00,9.65,0.00,,,,,,
10854,07/30/2025 10:10:00,9.74,0.00,,,,,,
10855,07/30/2025 10:15:00,9.74,0.00,,,,,,
10856,07/30/2025 10:20:00,9.78,0.00,,,,,,
10857,07/30/2025 10:25:00,9.91,0.00,,,,,,
10858,07/30/2025 10:30:00,9.95,0.00,,,,,,
10859,07/30/2025 10:35:00,9.99,0.00,,,,,,
10860,07/30/2025 10:40:00,10.12,0.00,,,,,,
10861,07/30/2025 10:45:00,10.21,0.00,,,,,,
10862,07/30/2025 10:50:00,10.29,0.00,,,,,,
10863,07/30/2025 10:55:00,10.34,0.00,,,,,,
10864,07/30/2025 11:00:00,10.42,0.00,,,,,,
10865,07/30/2025 11:05:00,10.51,0.00,,,,,,
10866,07/30/2025 11:10:00,10.59,0.00,,,,,,
10867,07/30/2025 11:15:00,10.68,0.00,,,,,,
10868,07/30/2025 11:20:00,10.77,0.00,,,,,,
10869,07/30/2025 11:25:00,10.89,0.00,,,,,,
10870,07/30/2025 11:30:00,10.94,0.00,,,,,,
10871,07/30/2025 11:35:00,11.02,0.00,,,,,,
10872,07/30/2025 11:40:00,11.07,0.00,,,,,,
10873,07/30/2025 11:45:00,11.19,0.00,,,,,,
10874,07/30/2025 11:50:00,11.37,0.00,,,,,,
10875,07/30/2025 11:55:00,11.92,0.00,,,,,,
10876,07/30/2025 12:00:00,12.40,0.00,,,,,,
10877,07/30/2025 12:05:00,12.87,0.00,,,,,,
10878,07/30/2025 12:10:00,13.30,0.00,,,,,,
10879,07/30/2025 12:15:00,13.60,0.00,,,,,,
10880,07/30/2025 12:20:00,13.90,0.00,,,,,,
10881,07/30/2025 12:25:00,14.15,0.40,,,,,,
10882,07/30/2025 12:30:00,14.33,0.00,,,,,,
10883,07/30/2025 12:35:00,14.54,0.00,,,,,,
10884,07/30/2025 12:40:00,14.71,0.00,,,,,,
10885,07/30/2025 12:45:00,14.84,0.00,,,,,,
10886,07/30/2025 12:50:00,14.93,0.00,,,,,,
10887,07/30/2025 12:55:00,15.01,0.00,,,,,,
10888,07/30/2025 13:00:00,15.18,0.00,,,,,,
