#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
2727,07/02/2025 04:55:00,2.19,3751.68,,,,,,
2728,07/02/2025 05:00:00,2.23,4151.04,,,,,,
2729,07/02/2025 05:05:00,2.31,4628.48,,,,,,
2730,07/02/2025 05:10:00,2.36,5139.20,,,,,,
2731,07/02/2025 05:15:00,2.40,5747.20,,,,,,
2732,07/02/2025 05:20:00,2.57,6720.00,,,,,,
2733,07/02/2025 05:25:00,2.83,7321.60,,,,,,
2734,07/02/2025 05:30:00,3.00,7805.44,,,,,,
2735,07/02/2025 05:35:00,3.13,9185.28,,,,,,
2736,07/02/2025 05:40:00,3.34,10350.08,,,,,,
2737,07/02/2025 05:45:00,3.52,11253.76,,,,,,
2738,07/02/2025 05:50:00,3.69,12503.04,,,,,,
2739,07/02/2025 05:55:00,3.82,14315.52,,,,,,
2740,07/02/2025 06:00:00,4.07,15493.12,,,,,,
2741,07/02/2025 06:05:00,4.50,16204.80,,,,,,
2742,07/02/2025 06:10:00,4.97,18273.28,,,,,,
2743,07/02/2025 06:15:00,5.23,17541.12,,,,,,
2744,07/02/2025 06:20:00,5.32,16609.28,,,,,,
2745,07/02/2025 06:25:00,5.62,19302.40,,,,,,
2746,07/02/2025 06:30:00,5.96,19758.08,,,,,,
2747,07/02/2025 06:35:00,5.49,17658.88,,,,,,
2748,07/02/2025 06:40:00,4.63,17771.52,,,,,,
2749,07/02/2025 06:45:00,4.16,19456.00,,,,,,
2750,07/02/2025 06:50:00,4.67,24739.84,,,,,,
2751,07/02/2025 06:55:00,5.53,30689.28,,,,,,
2752,07/02/2025 07:00:00,6.48,34314.24,,,,,,
2753,07/02/2025 07:05:00,7.25,36392.96,,,,,,
2754,07/02/2025 07:10:00,7.33,33198.08,,,,,,
2755,07/02/2025 07:15:00,7.59,32952.32,,,,,,
2756,07/02/2025 07:20:00,7.81,35870.72,,,,,,
2757,07/02/2025 07:25:00,7.93,38410.24,,,,,,
2758,07/02/2025 07:30:00,8.28,38184.96,,,,,,
2759,07/02/2025 07:35:00,8.71,40652.80,,,,,,
2760,07/02/2025 07:40:00,8.83,38287.36,,,,,,
2761,07/02/2025 07:45:00,8.41,36177.92,,,,,,
2762,07/02/2025 07:50:00,8.32,35901.44,,,,,,
2763,07/02/2025 07:55:00,8.36,36638.72,,,,,,
2764,07/02/2025 08:00:00,8.28,38103.04,,,,,,
2765,07/02/2025 08:05:00,8.83,40212.48,,,,,,
2766,07/02/2025 08:10:00,8.62,42536.96,,,,,,
2767,07/02/2025 08:15:00,8.75,42762.24,,,,,,
2768,07/02/2025 08:20:00,8.71,39495.68,,,,,,
2769,07/02/2025 08:25:00,8.19,36976.64,,,,,,
2770,07/02/2025 08:30:00,8.02,35891.20,,,,,,
2771,07/02/2025 08:35:00,8.83,37713.92,,,,,,
2772,07/02/2025 08:40:00,9.35,38481.92,,,,,,
2773,07/02/2025 08:45:00,9.26,40366.08,,,,,,
2774,07/02/2025 08:50:00,8.88,39045.12,,,,,,
2775,07/02/2025 08:55:00,9.14,39854.08,,,,,,
2776,07/02/2025 09:00:00,9.22,39137.28,,,,,,
2777,07/02/2025 09:05:00,8.45,37263.36,,,,,,
2778,07/02/2025 09:10:00,8.62,39495.68,,,,,,
2779,07/02/2025 09:15:00,9.09,43069.44,,,,,,
2780,07/02/2025 09:20:00,9.78,44318.72,,,,,,
2781,07/02/2025 09:25:00,10.72,51507.20,,,,,,
2782,07/02/2025 09:30:00,11.41,52060.16,,,,,,
2783,07/02/2025 09:35:00,11.88,51589.12,,,,,,
2784,07/02/2025 09:40:00,11.92,53268.48,,,,,,
2785,07/02/2025 09:45:00,12.35,54292.48,,,,,,
2786,07/02/2025 09:50:00,13.25,56258.56,,,,,,
2787,07/02/2025 09:55:00,13.08,55971.84,,,,,,
2788,07/02/2025 10:00:00,12.82,56422.40,,,,,,
2789,07/02/2025 10:05:00,12.91,57180.16,,,,,,
2790,07/02/2025 10:10:00,12.10,56483.84,,,,,,
2791,07/02/2025 10:15:00,12.18,58757.12,,,,,,
2792,07/02/2025 10:20:00,12.87,65290.24,,,,,,
2793,07/02/2025 10:25:00,13.17,64921.60,,,,,,
2794,07/02/2025 10:30:00,13.21,71045.12,,,,,,
2795,07/02/2025 10:35:00,13.51,66334.72,,,,,,
2796,07/02/2025 10:40:00,13.51,64634.88,,,,,,
2797,07/02/2025 10:45:00,14.20,68075.52,,,,,,
2798,07/02/2025 10:50:00,15.66,77680.64,,,,,,
2799,07/02/2025 10:55:00,17.24,77783.04,,,,,,
2800,07/02/2025 11:00:00,18.87,85975.04,,,,,,
2801,07/02/2025 11:05:00,19.77,77680.64,,,,,,
2802,07/02/2025 11:10:00,18.87,79687.68,,,,,,
2803,07/02/2025 11:15:00,18.96,83845.12,,,,,,
2804,07/02/2025 11:20:00,21.75,89292.80,,,,,,
2805,07/02/2025 11:25:00,21.15,93388.80,,,,,,
2806,07/02/2025 11:30:00,21.19,92528.64,,,,,,
2807,07/02/2025 11:35:00,21.36,89784.32,,,,,,
2808,07/02/2025 11:40:00,20.55,85524.48,,,,,,
2809,07/02/2025 11:45:00,20.76,90193.92,,,,,,
2810,07/02/2025 11:50:00,21.62,88514.56,,,,,,
2811,07/02/2025 11:55:00,23.29,95887.36,,,,,,
2812,07/02/2025 12:00:00,25.52,105799.68,,,,,,
2813,07/02/2025 12:05:00,26.98,102072.32,,,,,,
2814,07/02/2025 12:10:00,26.17,91627.52,,,,,,
2815,07/02/2025 12:15:00,26.94,104570.88,,,,,,
2816,07/02/2025 12:20:00,25.91,98672.64,,,,,,
2817,07/02/2025 12:25:00,24.41,88227.84,,,,,,
2818,07/02/2025 12:30:00,23.64,90849.28,,,,,,
2819,07/02/2025 12:35:00,22.35,88883.20,,,,,,
2820,07/02/2025 12:40:00,21.66,88678.40,,,,,,
2821,07/02/2025 12:45:00,21.70,84664.32,,,,,,
2822,07/02/2025 12:50:00,21.10,83312.64,,,,,,
2823,07/02/2025 12:55:00,20.55,73011.20,,,,,,
2824,07/02/2025 13:00:00,19.60,77619.20,,,,,,
2825,07/02/2025 13:05:00,22.86,93757.44,,,,,,
2826,07/02/2025 13:10:00,24.92,93593.60,,,,,,
2827,07/02/2025 13:15:00,23.51,100474.88,,,,,,
2828,07/02/2025 13:20:00,28.31,122593.28,,,,,,
2829,07/02/2025 13:25:00,32.39,121856.00,,,,,,
2830,07/02/2025 13:30:00,30.89,98959.36,,,,,,
2831,07/02/2025 13:35:00,28.61,101539.84,,,,,,
2832,07/02/2025 13:40:00,26.72,95027.20,,,,,,
2833,07/02/2025 13:45:00,26.25,94658.56,,,,,,
2834,07/02/2025 13:50:00,29.30,113049.60,,,,,,
2835,07/02/2025 13:55:00,33.03,111083.52,,,,,,
2836,07/02/2025 14:00:00,31.10,111697.92,,,,,,
2837,07/02/2025 14:05:00,29.34,106291.20,,,,,,
2838,07/02/2025 14:10:00,27.54,104038.40,,,,,,
2839,07/02/2025 14:15:00,26.04,100270.08,,,,,,
2840,07/02/2025 14:20:00,24.49,94494.72,,,,,,
2841,07/02/2025 14:25:00,24.54,91791.36,,,,,,
2842,07/02/2025 14:30:00,25.18,91996.16,,,,,,
2843,07/02/2025 14:35:00,25.27,94085.12,,,,,,
2844,07/02/2025 14:40:00,26.21,98385.92,,,,,,
2845,07/02/2025 14:45:00,27.67,103505.92,,,,,,
2846,07/02/2025 14:50:00,28.14,100106.24,,,,,,
2847,07/02/2025 14:55:00,28.74,102154.24,,,,,,
2848,07/02/2025 15:00:00,30.07,93347.84,,,,,,
2849,07/02/2025 15:05:00,32.43,92692.48,,,,,,
2850,07/02/2025 15:10:00,31.27,75366.40,,,,,,
2851,07/02/2025 15:15:00,25.65,78110.72,,,,,,
2852,07/02/2025 15:20:00,21.70,73011.20,,,,,,
2853,07/02/2025 15:25:00,18.74,56545.28,,,,,,
2854,07/02/2025 15:30:00,17.72,67727.36,,,,,,
2855,07/02/2025 15:35:00,19.65,81264.64,,,,,,
2856,07/02/2025 15:40:00,20.76,79953.92,,,,,,
2857,07/02/2025 15:45:00,21.70,78008.32,,,,,,
2858,07/02/2025 15:50:00,21.45,69324.80,,,,,,
2859,07/02/2025 15:55:00,20.12,70533.12,,,,,,
2860,07/02/2025 16:00:00,19.86,72171.52,,,,,,
2861,07/02/2025 16:05:00,20.25,76759.04,,,,,,
2862,07/02/2025 16:10:00,19.52,64307.20,,,,,,
2863,07/02/2025 16:15:00,17.89,55644.16,,,,,,
2864,07/02/2025 16:20:00,17.46,61235.20,,,,,,
2865,07/02/2025 16:25:00,17.33,66396.16,,,,,,
2866,07/02/2025 16:30:00,17.41,68034.56,,,,,,
2867,07/02/2025 16:35:00,17.59,64921.60,,,,,,
2868,07/02/2025 16:40:00,17.46,59351.04,,,,,,
2869,07/02/2025 16:45:00,16.13,55459.84,,,,,,
2870,07/02/2025 16:50:00,15.96,54435.84,,,,,,
2871,07/02/2025 16:55:00,15.74,55705.60,,,,,,
2872,07/02/2025 17:00:00,16.00,54353.92,,,,,,
2873,07/02/2025 17:05:00,14.63,47411.20,,,,,,
2874,07/02/2025 17:10:00,14.71,53800.96,,,,,,
2875,07/02/2025 17:15:00,14.84,49192.96,,,,,,
2876,07/02/2025 17:20:00,14.71,48455.68,,,,,,
2877,07/02/2025 17:25:00,15.53,54824.96,,,,,,
2878,07/02/2025 17:30:00,16.86,44400.64,,,,,,
2879,07/02/2025 17:35:00,17.89,44400.64,,,,,,
2880,07/02/2025 17:40:00,17.16,44810.24,,,,,,
2881,07/02/2025 17:45:00,15.96,43130.88,,,,,,
2882,07/02/2025 17:50:00,14.84,41492.48,,,,,,
2883,07/02/2025 17:55:00,13.30,40304.64,,,,,,
2884,07/02/2025 18:00:00,11.92,38369.28,,,,,,
2885,07/02/2025 18:05:00,10.81,32983.04,,,,,,
2886,07/02/2025 18:10:00,10.77,31068.16,,,,,,
2887,07/02/2025 18:15:00,10.72,29859.84,,,,,,
2888,07/02/2025 18:20:00,10.25,28416.00,,,,,,
2889,07/02/2025 18:25:00,10.12,28774.40,,,,,,
2890,07/02/2025 18:30:00,10.16,29153.28,,,,,,
2891,07/02/2025 18:35:00,10.42,28487.68,,,,,,
2892,07/02/2025 18:40:00,10.77,30208.00,,,,,,
2893,07/02/2025 18:45:00,10.77,26583.04,,,,,,
2894,07/02/2025 18:50:00,9.69,22824.96,,,,,,
2895,07/02/2025 18:55:00,8.79,24596.48,,,,,,
2896,07/02/2025 19:00:00,8.11,22261.76,,,,,,
2897,07/02/2025 19:05:00,7.68,21913.60,,,,,,
2898,07/02/2025 19:10:00,7.59,22251.52,,,,,,
2899,07/02/2025 19:15:00,7.42,22220.80,,,,,,
2900,07/02/2025 19:20:00,7.29,20418.56,,,,,,
2901,07/02/2025 19:25:00,6.86,18432.00,,,,,,
2902,07/02/2025 19:30:00,6.86,15866.88,,,,,,
2903,07/02/2025 19:35:00,6.48,14945.28,,,,,,
2904,07/02/2025 19:40:00,6.30,15585.28,,,,,,
2905,07/02/2025 19:45:00,5.66,13982.72,,,,,,
2906,07/02/2025 19:50:00,5.23,12206.08,,,,,,
2907,07/02/2025 19:55:00,4.76,11571.20,,,,,,
2908,07/02/2025 20:00:00,4.80,11560.96,,,,,,
2909,07/02/2025 20:05:00,4.59,10808.32,,,,,,
2910,07/02/2025 20:10:00,4.20,9932.80,,,,,,
2911,07/02/2025 20:15:00,3.94,10286.08,,,,,,
2912,07/02/2025 20:20:00,4.16,10434.56,,,,,,
2913,07/02/2025 20:25:00,4.20,10199.04,,,,,,
2914,07/02/2025 20:30:00,4.24,10624.00,,,,,,
